,관광지명,검색명,분류,주소,좌표(x),좌표 (y),봄,여름,가을,겨울,여자,남자,10대,20대,30대,40대,50대,60대,운영시간,주차장소,소요시간,사진,설명,휴일,전화번호,홈페이지
23,갤러리 현대,갤러리 현대,A02060500,서울특별시 종로구 삼청로 14,126.9798039302,37.5773002409,0.0,17.0,45.0,38.0,59.0,41.0,0.0,2.0,0.0,23.0,34.0,42.0,화~일 10:00~18:00,주차 가능,,http://tong.visitkorea.or.kr/cms/resource/50/1570450_image3_1.jpg,"갤러리 현대는 1970년 4월 4일, 종로구 인사동에 ""현대화랑""이라는 이름으로 개관하여 지난 30여년간 박수근, 이중섭, 김환기, 장욱진, 변관식, 천경자, 이응로, 남관, 백남준, 유영국, 김기창, 김창열 등 한국미술을 대표하는 작가들을 처음으로 소개하였다.<br />
당시 전문적으로 미술품을 거래하는 화랑이 없었던 국내에서 전시공간을 갖추고, 한국 전통화는 물론 현대미술까지 다루는 최초의 전문 화랑으로 한국 현대미술의 장을 열기 시작했다. 또한 현대화랑은 1973년 9월 전문 미술잡지인 ""화랑""지를 창간하여 20여년간 발행하면서 한국 미술계의 정보를 전달하고  미술저널리즘의 활성화에 기여하며, 미술애호가의 인식을 확장시키는 역할을 담당하게 된다.<br />
1980년대에 들어 후앙 미로전(1981년 3월)을 시작으로 마르크 샤갈(1981년 9월), 헨리 무어(1983년)의 작품을 국내에 선보여 본격적인 외국 작가의 전시를 국내에 소개하고, 소토(1988년), 크리스토(1992년), 플럭서스의 정신(1993년) 등의 전시를  비롯해 1997년의 바스키아 전시에 이르기까지 지속적으로 외국 작가의 전시를 열고 있다. 또한 현대화랑은 국내 화랑으로는 처음으로 미국 시카고에서 개최된 ""87 시카고 엑스포(Chicago International Art Exposition)에  참가하고, 이후 바젤 아트페어, 쾰른 아트페어, 파리의 FIAC, L.A 아트페어, 일본의 NICAF 등  국제 아트페어에 참가하여 현대미술의 세계적 흐름을 살피는 동시에  한국 작가들을 전 세계에 알리기 위해 노력하였다. 또한 1987년 20년 간의 역사를 바탕으로 새로운 전시공간을 지어 ""갤러리현대""(사간동 80번지)를 개관하였다. 현대화랑과 통합하면서 건축가 배병길씨에 의해 다시 신축된 갤러리 현대의 건물은 역사와 현대미술의 이미지가 함께 만나고 있다.<br />
<br />
지하１층, 지상４층, 연건평 300평 규모의 갤러리 현대의 지하 전시장은  젊은 작가를 위한 실험적 공간으로 좀 더  개방적인 성격을 취하고, 1, 2층 전시공간은 중견 이상의 원로화가의  기획전시를 위해 설계되며, 3층은 상설전시관으로 공간의 성격을 구분하였다.<br /> 
맨 위층에는 벽면전체가 유리창인 카페 Pavilion을 두어 관람 후 경복궁과 인왕산, 북악산을 보며 휴식을 할 수 있도록 하였다. 1995년 건물을 신축하면서 화랑 앞 쇼윈도를 본 전시장과는 별도의 전시공간으로 활용하는 ""윈도우 갤러리(Window Gallery)""를 새로 만들었다. 미국 등 해외에서는 흔한 전시기법이기도 한 윈도우 갤러리는 건물 외부에 만들어진 관람객과 만나는 전시공간으로, 전시장이 폐장한 이후에도 밤늦게까지 쇼윈도의 불빛은 행인들과의 만남을 유도한다. <br />
화랑 1층에 있는 아트샵은 자체 아트상품을 개발하고, 유명작가의 작품을 판화로 제작하여 일반인들에게 미술품을 더욱 친숙하게 접할 수 있도록 하고 있다. 주요 아트 상품으로는 이중섭, 김환기, 박수근, 천경자, 황규백, 장욱진, 유영국 등의 아트 포스터와 카드, 도자기, 장신구가 있으며, 국내·외 서적과 월간지, 갤러리 현대 기획전도록과 주요 작가화집 등의 미술서적이 있다.","매주 월요일, 신정, 구정, 추석 당일",갤러리현대 02-2287-3500,http://www.galleryhyundai.com
24,갤러리 M,갤러리 M,A02060500,서울특별시 종로구 인사동4길 12,126.9869478421,37.5731258544,46.0,25.0,29.0,0.0,45.0,55.0,0.0,1.0,9.0,16.0,40.0,34.0,"평일 10:00~19:00<br />
주일 11:00~18:30",없음 (인근 유료주차장 이용),,http://tong.visitkorea.or.kr/cms/resource/21/696721_image3_1.jpg,"1968년 문화표구사 창업이후 현재는 '문화화랑'과 '갤러리 M'으로 공간을 나누어 사용하고 있다. GalleryM은 2009년 1월 개관하였으며, 인사동 사거리 부근에 위치하여 많은 관람객들이 이용하고 있다. 다양한 장르와 작품들을 감상할 수 있는 열린 문화의 장이다.<br>",,갤러리 M 02-737-0073,http://gallerym.kr
25,갤러리위,갤러리위,A02060500,서울특별시 강남구 도산대로56길 15-1,127.04061106479999,37.5221605173,0.0,0.0,100.0,0.0,49.0,51.0,0.0,20.0,29.0,36.0,10.0,5.0,DEL,DEL,DEL,http://tong.visitkorea.or.kr/cms/resource/46/2484846_image2_1.jpg,DEL,DEL,DEL,DEL
26,갤러리정,갤러리정,A02060500,서울특별시 종로구 경희궁2길 12,126.9713937114,37.572872827,0.0,100.0,0.0,0.0,66.0,34.0,0.0,4.0,19.0,31.0,29.0,17.0,11:00~20:00,불가,,http://tong.visitkorea.or.kr/cms/resource/65/696665_image3_1.jpg,"갤러리정은 2001년 서울의 문화 중심지인 광화문에 개관한 이래 매년 수십 회의 '초대전' 및 '기획전'을 열어왔으다. 2005년에는  확장 및 새단장을 한 뒤 중견 작가들을 비롯하여 청년 작가들과 함께 미술 문화 발전에 더욱 힘써오고 있다. 갤러리정은 한국의 전통적인 한국화 기법을 활용한 현대 미술과의 접목을 시도하고 있는데 2개의 전시장(광화문, 신사)에서는 각각 색다른 이미지로 관객들에게 다가가고 있다.<br>",매주 일요일,갤러리정 02-733-1911,
27,갤러리조선,갤러리조선,A02060500,서울특별시 종로구 북촌로5길 64,126.9814370406,37.5799332974,45.0,0.0,55.0,0.0,49.0,51.0,0.0,0.0,7.0,43.0,34.0,16.0,10:30~18:30,인근 유료주차장 이용,,http://tong.visitkorea.or.kr/cms/resource/81/1837781_image3_1.jpg,"2004년 6월 2일 경복궁 옆 사간동에 새롭게 개관하여 빗살무늬에 대한 추억-8인의 선과 드로잉전’을 시작으로 다양한 기획전과 개인 초대전을 열고있다.1층과 지하1층의 전시공간을 활용하여 국내외 작가들의 기획, 전시, 판매  및 후원을 주업무로 하고 있는 갤러리조선은 또한 삼성동 코엑스의 조선화랑과 연계해서 1982년부터 국내작가들의 국제시장 진출을 위해 한국-불란서 미술교류(L ' ART VIVANT A PARIS)를 주관하고 있으며, 파리의 FIAC, 독일의 ART COLOGNE, 동경의 NICAF , 베이징의 CIGE 등 국제미술품 견본 시장에 참가하고 있다.<br>",매주 월요일,갤러리조선 02-723-7133,http://www.gallerychosun.com
28,갤러리조은,갤러리조은,A02060500,서울특별시 용산구 유엔빌리지길 28,127.0094413591,37.5335114167,0.0,4.0,96.0,0.0,62.0,38.0,0.0,3.0,23.0,36.0,27.0,11.0,DEL,DEL,DEL,http://tong.visitkorea.or.kr/cms/resource/17/2556217_image2_1.jpg,DEL,DEL,DEL,DEL
29,건강서울페스티벌 2020,건강서울페스티벌 ,A02070200,온라인개최,127.00537649999998,37.482664471,39.0,19.0,26.0,16.0,63.0,37.0,0.0,11.0,17.0,32.0,31.0,10.0,None,None,,http://tong.visitkorea.or.kr/cms/resource/20/2680820_image2_1.png,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 온라인개최</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>코로나19 위기로 면역과 건강이 필요한 시민을 위한 온 오프라인 결합형 페스티벌이다.
건강에 관심 있는 시민, 약사 모두가 참여 가능하며, 7일간 개최된다.",None,070-7575-2351~2,http://www.spa
30,건국대학교 상허기념도서관,건국대학교 상허기념도서관,A02060900,서울특별시 광진구 능동로 120,127.0763072274,37.5428781974,100.0,0.0,0.0,0.0,41.0,59.0,0.0,4.0,4.0,35.0,20.0,38.0,"[열람실] 05:00~23:00 (3층 제2열람실 : 24시간)<br />
[자료실/대출/반납]<br />
평일(학기중) 09:00~21:00 / (방학중) 09:00~17:30<br />
토(학기중) 09:00~15:00 / (방학중) 09:30~13:00",주차 가능,,http://tong.visitkorea.or.kr/cms/resource/49/1502949_image3_1.jpg,"건국대학교 설립자의 아호인 ""상허"" 를 두 문자로 이름지은 상허기념도서관은 교시인 ""성·신·의"" 의 건학이념을 구현하기 위한 학술정보의 수집·정리와 봉사의 새로운 중심으로 개교 43주년인 1989년 5월15일에 신축 개관되었다.<br>","매주 일요일, 공휴일<br />
개교기념일, 신정, 설날, 추석 등은 별도 공고, 도서관장이 필요하다고 인정할 때",02-450-3865,http://library.konkuk.ac.kr
31,건국대학교박물관,건국대학교박물관,A02060100,서울특별시 광진구 능동로 120,127.0763072274,37.5428781974,33.0,23.0,20.0,24.0,63.0,37.0,0.0,1.0,8.0,34.0,28.0,29.0,매주 월~금요일 오전 10시~오후 4시,주차 가능,약 30분,http://tong.visitkorea.or.kr/cms/resource/32/1502932_image3_1.jpg,"1963년 3월에 대학의 기본적인 문화기관의 하나로 발족하여 우리 조상의 얼이 깃든 역사 유물을 수집·보존·전시함으로써 본교 교직원 및 학생·동문·일반인의 문화와 역사의식 고취에 기여하고 있다. 또한, 본교 설립자  고(故) 상허(常虛) 유석창(劉錫昶) 박사의 유품과 본교의 역사자료도 수집, 전시하여 애교심과 자긍심을 높이는 데 활용하도록 하고 있다. 역사유물로는 구석기시대로부터 초기철기시대에 이르는 선사유물과 삼국시대 이래 조선시대까지의 토기, 도자기, 금속공예품, 목공예품, 서화, 서책류, 민속자료 등을  비롯한 5,300여 점의 유물을 소장하고 있다.<br>","토요일, 일요일, 공휴일",02-450-3881~2,http://museum.konkuk.ac.kr
32,겸재정선미술관,겸재정선미술관,A02060500,서울특별시 강서구 양천로47길 36,126.8383836374,37.5722066362,23.0,12.0,42.0,23.0,54.0,46.0,0.0,3.0,9.0,27.0,36.0,25.0,"하절기(3~10월) 평일 10:00~18:00<br />
동절기(11~2월) 평일 10:00~17:00<br />
토/일요일 10:00~17:00<br />
(입장마감 1시간 전)",주차 가능,,http://tong.visitkorea.or.kr/cms/resource/28/1570628_image3_1.jpg,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 임시휴관 (2020.11.26 ~ 추후공지시)</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>겸재정선미술관은 연면적 3,305.29㎡의 지하1층, 지상3층 건물로 1층에는 양천현아실, 기획전시실이 마련되어 있어 양천과 정선의 인연에 대해 소개하였고 기획전시실이 있어서 유수한 작가의 전시가 가능하다. 2층에는 정선의 생애 및 작품을 살펴볼 수 있는 겸재기념관실과 정선이 여행한 전국과 그의 작품 속에 나타나는 장소의 현재와 과거의 변화된 모습을 비교해볼 수 있다. 겸재기념실 외에도 체험실, 영상실이 마련되어 있어 직접 정선작품을 학습하고 체험할 수 있다. 3층에는 카페테리아, 뮤지움 숍, 다목적실, 수유실이 있어서 관람객이 다양하게 즐길 수 있다. 다목적실은 영상시청, 강의 및 세미나, 전시가 모두 가능하며 대관 장소로 활용하고 있다.<br>","매주 월요일, 1월 1일, 설/추석 당일",02-2659-2206,http://gjjs.or.kr
33,경국사(서울),경국사,A02010800,서울특별시 성북구 보국문로 113-10,127.00457283790001,37.6145602435,0.0,0.0,6.0,94.0,58.0,42.0,0.0,4.0,18.0,36.0,28.0,14.0,,주차 가능,None,http://tong.visitkorea.or.kr/cms/resource/88/2550988_image2_1.bmp,삼각산(현 북한산)의 정기를 받아 정릉천이 흘러내리는 맑은 골에 자리잡은 경국사는 고려말에 창건된 고찰이다. 크고작은 전각들이 언덕 곳곳에 들어앉아 더욱 산사의 분위기를 내는 사찰이다.<br>,,02-914-2828,https://www.templestay.com
34,경기도자페어 2019,경기도자페어 ,A02080500,서울특별시 서초구 강남대로 27,127.0396016001,37.4672141004,0.0,0.0,0.0,100.0,79.0,21.0,0.0,0.0,3.0,17.0,21.0,60.0,None,None,,http://tong.visitkorea.or.kr/cms/resource/65/2553365_image2_1.JPG,"국내 최대 도자쇼핑과 도자문화가 만나 아름다운 식생활 문화 트렌드를 제시할 <2019 경기도자페어>는 전국 100여 개 요장 및 작가, 업체의 양질의 상품을 특별한 가격에 구매하고, 전문작가의 아름다운 도자작품 전시를 감상할 수 있다.",None,031-645-0653,http://www.ceramicfair.kr
35,경기여고 경운박물관(서울),경기여고 경운박물관,A02060100,서울특별시 강남구 삼성로 29,127.06567645290001,37.4867511901,23.0,20.0,29.0,28.0,53.0,47.0,0.0,2.0,12.0,42.0,27.0,16.0,10:00~16:00,주차가능(소형 약 100대),약 30분,http://tong.visitkorea.or.kr/cms/resource/43/2552243_image2_1.jpg,"우리나라 근세 복식문화를 지향하는 경운박물관은 세계에서 유일하게 여자고등학교에 위치한 박물관으로서 동문회를 중심으로 운영되고 있다. 근세 왕실 복식과 여성 속옷, 아동 복식 소장품과 민속품을 중심으로 매년 2차례의 특별전시를 개최하고 있다. 전시와 연계한 교육체험프로그램도 매년 진행하고 있다. 역사와 전통이 숨쉬며 여든이 넘은 선배부터 10대 학생들까지 함께 즐기며 세대 간 대화와 소통이 이루어지는 문화공간이다.<br /><br />* 개관일 2003년 4월 15일<br>","매주 일요일,공휴일",경운박물관 02-3463-1336,http://kwmuseum.org
36,경복궁,경복궁,A02010100,서울특별시 종로구 사직로 161,126.9769930325,37.5788222356,6.0,5.0,89.0,0.0,91.0,9.0,0.0,21.0,28.0,32.0,11.0,7.0,"1월~2월 - 09:00~17:00(입장마감 16:00)<br />
3월~5월 - 09:00~18:00(입장마감 17:00)<br />
6월~8월 - 09:00~18:30(입장마감 17:30)<br />
9월~10월 - 09:00~18:00(입장마감 17:00)<br />
11월~12월 - 09:00~17:00(입장마감 16:00)<br />
※ 기관사정에 따라 관람시간 단축 및 조정있을 수 있음",있음,None,http://tong.visitkorea.or.kr/cms/resource/23/2678623_image3_1.jpg,"경복궁은 1395년 태조 이성계에 의해서 새로운 조선왕조의 법궁으로 지어졌다. 경복궁은 동궐(창덕궁)이나 서궐(경희궁)에 비해 위치가 북쪽에 있어 '북궐'이라 불리기도 했다. 경복궁(사적 제117호)은 5대 궁궐 가운데 으뜸의 규모와 건축미를 자랑한다. 경복궁 근정전에서 즉위식을 가진 왕들을 보면 제2대 정종, 제4대 세종, 제6대 단종, 제7대 세조, 제9대 성종, 제11대 중종, 제13대 명종 등이다. 경복궁은 임진왜란 때 상당수의 건물이 불타 없어진 아픔을 갖고 있으며, 고종 때에 흥선대원군의 주도 아래 7,700여칸에 이르는 건물들을 다시 세웠다. 그러나 또 다시 명성황후 시해사건이 일어나면서 왕조의 몰락과 함께 경복궁도 왕궁으로서의 기능을 상실하고 말았다. 경복궁에는 조선시대의 대표적인 건축물인 경회루와 향원정의 연못이 원형대로 남아 있으며, 근정전의 월대와 조각상들은 당시의 조각미술을 대표한다. 현재 흥례문 밖 서편에는 국립고궁 박물관이 위치하고 있고, 경복궁 내 향원정의 동편에는 국립민속 박물관이 위치하고 있다.<br /><br />* 주요문화재 <br />1) 경복궁(사적 제117호)<br />2) 경복궁 근정전(국보 제223호)<br />3) 경복궁 경회루(국보 제224호)<br />4) 경복궁 자경전(보물 제809호)<br />5) 경복궁 자경전 십장생 굴뚝(보물 제810호)<br />6) 경복궁 아미산굴뚝 (보물 제811호)<br />7) 경복궁 근정문 및 행각(보물 제812호)<br />8) 경복궁 풍기대(보물 제847호)<br>",매주 화요일(휴궁일),경복궁 관리소 02-3700-3900,http://www.royalpalace.go.kr
37,경복궁 생과방 2020,경복궁 생과방 ,A02070200,서울특별시 종로구 사직로 161 경복궁,126.9770319156,37.5788944508,22.0,49.0,29.0,0.0,76.0,24.0,0.0,6.0,32.0,31.0,23.0,8.0,None,None,,http://tong.visitkorea.or.kr/cms/resource/39/2648439_image2_1.PNG,"경복궁 소주방 전각에 위치한 '생과방'은 궁중의 육처소(六處所) 가운데 하나이며, ‘국왕과 왕비’의 후식과 별식을 준비하던 곳으로 ‘생것방’이라고도 했다. 또한 생과방에서는 여러 종류의 떡과 다식, 강정, 약과, 다식과, 만두과, 율란, 조란, 생란 등과 같은 조과류 및 정과를 포함한 음식에 꽂는 꽃인 상화를 만들었다.",None,"02-3210-4807, 070-7704-6631",https://saenggwabang.modoo.at
38,경복궁 시식공감 2020,경복궁 시식공감 ,A02070200,서울특별시 종로구 사직로 161,126.97489592219999,37.581624650100004,27.0,17.0,23.0,33.0,66.0,34.0,0.0,4.0,12.0,43.0,32.0,10.0,None,None,70분,http://tong.visitkorea.or.kr/cms/resource/26/2681626_image2_1.jpg,"‘식도락’은 경복궁 생과방의 특별 프로그램으로 <궁중병과 만들기>와 <인문학 강의>, <도슭 콘서트>로 구성되는데 이번 주제인 궁에서 즐기는 슬기로운 초겨울나기에 맞춰 두 개의 프로그램을 결합한 ‘식도락×시식공감‘으로 새롭게 기획하게 되었다. 3명의 명사가 들려주는 재밌는 이야기와 공연, 궁중음식(병과)을 함께 즐길 수 있어 경복궁 외소주방에서 처음 경험하는 특별한 시간이 될 것이다.",None,02-3210-4806,https://www.chf.or.kr
39,경의선책거리,경의선책거리,A02030600,서울특별시 마포구 와우산로35길 50-4,126.9283758723,37.556523956199996,30.0,24.0,24.0,22.0,65.0,35.0,0.0,1.0,5.0,27.0,41.0,25.0,11:00 – 20:00 (화~일요일),,None,,"경의선 책거리는 18세기 후반, 책을 통해 문치(文治)를 하려는 정조시대의 책(冊)가도 문화를 현대적 의미로 되살려, 시민들에게 책을 통한 복합문화공간으로 제공하고자 경의선 폐선부지인 홍대 복합역사에 조성한 책 테마거리다. 경의선 책거리를 찾는 시민들이 세상에 나온 책 한 권의 위대한 가치를 통해 건강한 삶의 지혜를 함께 나누고 꿈을 실현하며, 마포의 출판 산업 부가가치를 높이는 출발 거점으로 발전하길 바라는 의미로 2016년 10월 조성이 완료되었다.<br>",,02-3153-8353,https://www.mapo.go.kr
